1716819429410218000,-0.00622925,-0.00185183,-0.00440752
1716819429410218000,-0.00622925,-0.00185183,-0.00440752
1716819429521518000,-0.00626825,-0.008566,0.00597766
1716819429626731000,0.00140935,-0.0131442,0.0129701
1716819429626731000,0.00140935,-0.0131442,0.0129701
1716819429733947000,0.0103363,-0.0131604,0.0139816
1716819429842757000,0.0188651,-0.00827642,0.0101073
1716819429842757000,0.0188651,-0.00827642,0.0101073
1716819429950737000,0.0208626,-0.00216029,0.00536177
1716819430056429000,0.0167866,-0.000226236,0.00312229
1716819430056429000,0.0167866,-0.000226236,0.00312229
1716819430165737000,0.0123191,-0.000545013,0.00199472
1716819430271710000,0.00910758,-0.00372844,-0.000810937
1716819430271710000,0.00910758,-0.00372844,-0.000810937
1716819430376509000,0.00679834,-0.00729195,-0.00672054
1716819430483187000,0.00613288,-0.00760222,-0.0139409
1716819430483187000,0.00613288,-0.00760222,-0.0139409
1716819430590359000,0.0071415,-0.00306893,-0.0188882
1716819430702416000,0.0099888,0.00496398,-0.0181464
1716819430702416000,0.0099888,0.00496398,-0.0181464
1716819430807608000,0.013628,0.0143248,-0.0113489
1716819430916837000,0.0192748,0.0180468,-0.000253712
1716819430916837000,0.0192748,0.0180468,-0.000253712
1716819431023108000,0.0347204,0.010128,0.008653
1716819431130087000,0.0297948,0.0225563,0.0185206
1716819431130087000,0.0297948,0.0225563,0.0185206
1716819431242537000,0.0271118,0.0186253,0.0187034
1716819431349546000,0.0162462,0.0201141,0.0152268
1716819431349546000,0.0162462,0.0201141,0.0152268
1716819431459038000,-0.0546453,0.141363,0.0486145
1716819431566407000,0.00910589,-0.0114184,-0.00329341
1716819431566407000,0.00910589,-0.0114184,-0.00329341
1716819431669446000,0.00567603,-0.00621033,-0.00341724
1716819431779780000,0.0061277,0.00769287,5.10533e-05
1716819431779780000,0.0061277,0.00769287,5.10533e-05
1716819431885685000,0.0131214,0.0236783,0.00161818
1716819431993478000,0.0162241,0.0355375,6.42951e-05
1716819431993477000,0.0162241,0.0355375,6.42951e-05
1716819432099732000,0.0141499,0.0309569,-0.00860258
1716819432208408000,0.0263496,0.0222991,-0.00965142
1716819432208408000,0.0263496,0.0222991,-0.00965142
1716819432317543000,0.0220583,0.00462189,-0.0103441
1716819432423183000,0.0187224,-0.0087226,-0.00245273
1716819432423183000,0.0187224,-0.0087226,-0.00245273
1716819432530152000,0.0160789,-0.0115731,0.00938891
1716819432639226000,0.0121928,-0.00824362,0.018472
1716819432639226000,0.0121928,-0.00824362,0.018472
1716819432746167000,0.0121938,-0.000903517,0.0195985
1716819432856475000,0.0168891,0.00716623,0.0126122
1716819432856475000,0.0168891,0.00716623,0.0126122
1716819432964195000,0.0243553,0.0127712,0.00185144
1716819433067443000,0.0318664,0.0137413,-0.00801842
1716819433067443000,0.0318664,0.0137413,-0.00801842
1716819433174773000,0.0271841,0.0146331,-0.0137928
1716819433281502000,0.0224145,0.006396,-0.0166993
1716819433281502000,0.0224145,0.006396,-0.0166993
1716819433390751000,0.00967344,-0.00116289,-0.0153095
1716819433504962000,-0.00184094,-0.00579059,-0.0101137
1716819433504962000,-0.00184094,-0.00579059,-0.0101137
1716819433617237000,-0.00667161,-0.0067822,-0.00143598
1716819433777150000,-0.00667161,-0.0067822,-0.00143598
1716819433998607000,0.0133889,0.0137452,0.000978223
1716819433998607000,0.0133889,0.0137452,0.000978223
1716819434105234000,0.0212322,0.017378,-0.0110733
1716819434219930000,0.0269016,0.0138688,-0.0209103
1716819434219930000,0.0269016,0.0138688,-0.0209103
1716819434327002000,0.0297848,0.00480849,-0.0215803
1716819434438633000,0.0177992,-0.00199713,-0.00986998
1716819434438633000,0.0177992,-0.00199713,-0.00986998
1716819434546048000,0.00286328,-0.00323439,0.00426917
1716819434657755000,-0.0114094,0.00272158,0.0157695
1716819434657755000,-0.0114094,0.00272158,0.0157695
1716819434764071000,-0.0151648,0.0080788,0.0212008
1716819434868870000,0.0324136,-0.00636846,0.00639877
1716819434868870000,0.0324136,-0.00636846,0.00639877
1716819434980662000,0.00202416,0.00492954,0.012573
1716819435087850000,-0.00676924,0.0169763,0.00688831
1716819435087849000,-0.00676924,0.0169763,0.00688831
1716819435197005000,0.0175197,-0.012559,-0.00438752
1716819435303082000,0.013838,-0.0176991,-0.0033317
1716819435303082000,0.013838,-0.0176991,-0.0033317
1716819435409618000,0.00759028,-0.0184602,0.00149153
1716819435521097000,0.00206386,-0.0162151,0.00678689
1716819435521097000,0.00206386,-0.0162151,0.00678689
1716819435629745000,0.00231202,-0.0168324,0.00848398
1716819435744502000,0.0052438,-0.0231778,0.00499806
1716819435744501000,0.0052438,-0.0231778,0.00499806
1716819435851273000,0.00585957,-0.0304915,0.00097648
1716819435960479000,0.00576802,-0.0401955,-0.000848304
1716819435960479000,0.00576802,-0.0401955,-0.000848304
1716819436066435000,0.00679119,-0.0472795,7.98581e-05
1716819436179890000,0.00899814,-0.0449284,-0.00124705
1716819436179890000,0.00899814,-0.0449284,-0.00124705
1716819436287455000,0.00625397,-0.0437801,-0.00191301
1716819436397048000,0.258066,-0.0660119,-0.079244
1716819436397048000,0.258066,-0.0660119,-0.079244
1716819436504108000,0.00629562,-0.059647,-0.0221495
1716819436609025000,-0.00166305,-0.0702086,-0.0716885
1716819436609025000,-0.00166305,-0.0702086,-0.0716885
1716819436718998000,-0.00482928,-0.057295,-0.101993
1716819436825246000,-0.597995,-0.0273042,0.0618888
1716819436825245000,-0.597995,-0.0273042,0.0618888
1716819436930925000,-0.0717287,0.061722,-0.0907694
1716819437039838000,-0.0174473,0.0504491,-0.103906
1716819437039837000,-0.0174473,0.0504491,-0.103906
1716819437147532000,-0.00257169,0.0356288,-0.109065
1716819437257809000,0.00486445,0.0417869,-0.108006
1716819437257809000,0.00486445,0.0417869,-0.108006
1716819437365342000,0.00258876,0.0230388,-0.109436
1716819437476911000,0.000867429,0.00816078,-0.107046
1716819437476910000,0.000867429,0.00816078,-0.107046
1716819437584602000,0.00321997,-0.000816912,-0.100337
1716819437689521000,0.0110875,0.00114264,-0.0939142
1716819437689520000,0.0110875,0.00114264,-0.0939142
1716819437793856000,0.0232109,0.00534524,-0.0763817
1716819437903131000,0.0336887,0.0126787,-0.0734498
1716819437903131000,0.0336887,0.0126787,-0.0734498
1716819438010825000,0.0370942,0.0142616,-0.0709677
1716819438125263000,0.0386379,0.00759084,-0.0667702
1716819438125263000,0.0386379,0.00759084,-0.0667702
1716819438238860000,0.0318927,0.00167162,-0.0581604
1716819438342883000,0.0270086,0.0109186,-0.0499
1716819438342882000,0.0270086,0.0109186,-0.0499
1716819438450927000,0.0241633,0.0222097,-0.0439598
1716819438562485000,0.0294609,0.03472,-0.0423661
1716819438562485000,0.0294609,0.03472,-0.0423661
1716819438668332000,0.0370493,0.0359527,-0.0437771
1716819438780295000,0.051272,0.0336311,-0.0463153
1716819438780295000,0.051272,0.0336311,-0.0463153
1716819438886557000,0.0549866,0.0301861,-0.0353051
1716819438990580000,0.0523128,0.0213195,-0.0161143
1716819438990579000,0.0523128,0.0213195,-0.0161143
1716819439101372000,0.045718,0.0100703,-0.0100895
1716819439210228000,0.0349297,-0.000912821,-0.00894542
1716819439210228000,0.0349297,-0.000912821,-0.00894542
1716819439318781000,0.0288226,-0.00360401,-0.00729284
1716819439427319000,0.0277704,-0.00244028,-0.00569225
1716819439427318000,0.0277704,-0.00244028,-0.00569225
1716819439532554000,0.0328289,0.00330279,-0.00471821
1716819439643117000,0.0377831,0.00529219,-0.00298547
1716819439643117000,0.0377831,0.00529219,-0.00298547
1716819439749910000,0.0394618,0.00706211,0.00163505
1716819439862431000,0.0378182,0.0107158,0.0128825
1716819439862430000,0.0378182,0.0107158,0.0128825
1716819439964212000,0.0358995,0.0125377,0.0295685
1716819440068546000,0.0358886,0.0190385,0.0365683
1716819440068545000,0.0358886,0.0190385,0.0365683
1716819440180515000,0.0386591,0.0197952,0.0356406
1716819440287062000,0.0372102,0.00680874,0.0330636
1716819440287062000,0.0372102,0.00680874,0.0330636
1716819440398140000,0.0315245,-0.00426191,0.0291874
1716819440503534000,0.028965,-0.00408467,0.0239071
1716819440503533000,0.028965,-0.00408467,0.0239071
1716819440617690000,0.0247156,-0.00349143,0.0168581
1716819440725223000,0.0197769,-0.00452722,0.0129621
1716819440725222000,0.0197769,-0.00452722,0.0129621
1716819440836842000,0.0224855,-0.00404721,0.0170517
1716819440944551000,0.0290722,-0.00118906,0.0336646
1716819440944551000,0.0290722,-0.00118906,0.0336646
1716819441057661000,0.0369105,-0.00578508,0.048732
1716819441167279000,0.0408662,-0.0101617,0.0559892
1716819441167279000,0.0408662,-0.0101617,0.0559892
1716819441279573000,0.0432593,-0.00430803,0.0560234
1716819441384876000,0.0396463,0.00336765,0.0538147
1716819441384876000,0.0396463,0.00336765,0.0538147
1716819441490274000,0.0382307,0.0112851,0.0455064
1716819441600597000,0.0335783,0.012877,0.0372689
1716819441600597000,0.0335783,0.012877,0.0372689
1716819441706887000,0.0278341,0.0175943,0.0320603
1716819441818906000,0.0172497,0.0144989,0.0305806
1716819441818905000,0.0172497,0.0144989,0.0305806
1716819441925074000,0.00591041,0.00294359,0.0282252
1716819442036829000,-0.00395823,-0.00867834,0.0261364
1716819442036829000,-0.00395823,-0.00867834,0.0261364
1716819442142358000,-0.00931889,-0.00965645,0.0280962
1716819442249364000,-0.00885883,-0.00554672,0.0269937
1716819442249364000,-0.00885883,-0.00554672,0.0269937
1716819442358683000,-0.00405077,-0.00145884,0.0218082
1716819442466266000,0.000649451,0.008503,0.0158589
1716819442466266000,0.000649451,0.008503,0.0158589
1716819442579535000,0.00378315,0.0236992,0.00929662
1716819442688438000,0.00137082,0.0263806,0.00368683
1716819442688438000,0.00137082,0.0263806,0.00368683
1716819442799711000,0.000265457,0.0238507,-0.00129729
1716819442908211000,-0.00223939,0.0144815,-0.00703217
1716819442908211000,-0.00223939,0.0144815,-0.00703217
1716819443014427000,-0.0036336,0.0104665,-0.00965138
1716819443121931000,-0.00081646,0.0112696,-0.00810402
1716819443121930000,-0.00081646,0.0112696,-0.00810402
1716819443227763000,0.000309578,0.017338,-0.00617802
1716819443340575000,-0.00189717,0.0207239,-0.00635464
1716819443340575000,-0.00189717,0.0207239,-0.00635464
1716819443452494000,-0.00265654,0.0172834,-0.00867839
1716819443562675000,-0.0119044,0.00910037,-0.0120225
1716819443562675000,-0.0119044,0.00910037,-0.0120225
1716819443672121000,-0.0183867,-0.000840397,-0.0153496
1716819443834128000,-0.0183867,-0.000840397,-0.0153496
1716819444057570000,0.00439367,-0.021001,-0.0276727
1716819444057570000,0.00439367,-0.021001,-0.0276727
1716819444164284000,0.0112041,-0.0224704,-0.0277203
1716819444271166000,0.0133641,-0.0188185,-0.0231663
1716819444271165000,0.0133641,-0.0188185,-0.0231663
1716819444380935000,0.00497884,-0.0181449,-0.0201809
1716819444487572000,-0.00601856,-0.0147193,-0.0193023
1716819444487572000,-0.00601856,-0.0147193,-0.0193023
1716819444597977000,-0.0136259,-0.0118585,-0.0208247
