3223712000,0,0,0.1,0,0,0,0.999375,0.0297058,0.0191537,-0.000569333
3233712000,-8.67097e-06,-2.08604e-05,0.10001,-0.00169796,-0.0042161,0.00191436,0.999386,0.0294751,0.018957,-0.000656478
3243712000,0.000245391,-3.90673e-05,0.0998266,0.0106825,-0.0061466,-0.00691289,0.999393,0.0293417,0.0187922,-0.000709823
3253712000,0.00034378,-0.00012006,0.0997669,0.00899974,-0.0100548,-0.00502651,0.999401,0.0291949,0.0185701,-0.000771497
3263712000,0.000426262,-0.000239781,0.0997258,0.00749063,-0.0138863,-0.00319459,0.99941,0.0290533,0.0182899,-0.000830655
3273712000,0.000494192,-0.000397622,0.0997007,0.00608617,-0.0176778,-0.00181642,0.99942,0.028918,0.0179827,-0.000874776
3283712000,0.000546214,-0.000591796,0.0996907,0.00430811,-0.0211535,-0.000179202,0.999429,0.0288003,0.0176505,-0.00090995
3293712000,0.000579868,-0.000811588,0.099694,0.00241221,-0.0228018,0.000833473,0.999438,0.0287038,0.0172969,-0.000921718
3303712000,0.000601099,-0.001058,0.0997131,0.00182221,-0.0264775,0.00298162,0.999447,0.0286195,0.0168965,-0.000913329
3313712000,0.00061249,-0.00133375,0.0997426,0.000444213,-0.0286708,0.00292201,0.999456,0.0285556,0.0164725,-0.00088179
3323712000,0.000611723,-0.00163174,0.0997733,-0.00061025,-0.0309262,0.00321781,0.999465,0.0285134,0.0160206,-0.000826397
3333712000,0.00110248,-0.00258791,0.0983192,0.00312126,-0.0401022,-0.0111231,0.999473,0.0284992,0.0155418,-0.000748475
3343712000,0.00112579,-0.00300261,0.0982104,0.00159674,-0.0428354,-0.0106307,0.99948,0.0285176,0.0150424,-0.000648957
3353712000,0.00113392,-0.00344327,0.0981076,4.49714e-05,-0.0452956,-0.00993415,0.999486,0.0285676,0.0145146,-0.000519428
3363712000,0.00112588,-0.00390701,0.0980105,-0.00165509,-0.0474514,-0.00947438,0.999492,0.0286521,0.0139532,-0.000362284
3373712000,0.00110064,-0.00439056,0.0979181,-0.00340305,-0.0492618,-0.00901772,0.999496,0.0287812,0.013367,-0.00018348
3383712000,0.00105841,-0.00489226,0.0978307,-0.00505775,-0.0510816,-0.00845304,0.9995,0.0289427,0.0127615,2.14892e-05
3393712000,0.000999775,-0.00541213,0.0977491,-0.00668703,-0.0528965,-0.00787133,0.999502,0.0291294,0.0121412,0.000250273
3403712000,0.000924406,-0.00594844,0.0976718,-0.0084051,-0.0543722,-0.00758386,0.999503,0.0293544,0.0114935,0.000498756
3413712000,0.000830986,-0.00649953,0.097598,-0.0102979,-0.0558529,-0.00718501,0.999503,0.0296074,0.0108333,0.000759297
3423712000,0.000719161,-0.00706386,0.0975285,-0.0120868,-0.0570211,-0.0067186,0.999501,0.0298961,0.0101581,0.00102706
3433712000,0.000895557,-0.00893683,0.0949892,-0.0121752,-0.0658159,-0.021321,0.999498,0.0302149,0.00946478,0.00130202
3443712000,0.000763904,-0.00959915,0.0947769,-0.0140337,-0.0665894,-0.0211459,0.999493,0.0305602,0.00876362,0.00158248
