0.08
0.08
0.08
0.08
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.09
0.08
0.08
0.13
0.18
0.15
0.11
0.12
0.11
0.12
0.13
0.11
0.12
0.12
0.11
0.12
0.11
0.11
0.11
0.12
0.12
0.12
0.12
0.13
0.12
0.12
0.12
0.12
0.12
0.12
0.13
0.13
0.12
0.12
0.12
0.13
0.13
0.12
0.12
0.12
0.13
0.13
0.12
0.11
0.12
0.13
0.13
0.16
0.12
0.13
0.14
0.13
0.12
0.12
0.13
0.12
0.12
0.13
0.13
0.12
0.12
0.11
0.12
0.11
0.12
0.15
0.34
0.71
0.78
0.62
0.24
0.04
0.11
0.1
0.12
0.08
0.1
0.1
0.1
0.09
0.09
0.1
0.09
0.1
0.09
0.09
