0.05
0.04
0.05
0.05
0.05
0.13
0.3
0.44
0.59
0.7
0.76
0.75
0.67
0.54
0.31
0.13
0.1
0.1
0.11
0.14
0.2
0.28
0.4
0.55
0.7
0.81
0.88
0.9
0.87
1.01
1.12
1.13
1.06
0.98
0.94
0.87
0.71
0.57
0.26
0.09
0.09
0.1
0.04
0.05
0.05
0.04
0.04
0.03
0.03
0.02
0.06
0.07
0.04
0.08
0.05
0.04
0.05
0.05
0.05
0.01
0.03
0.02
0.02
0.01
0.03
0.01
0.01
0.02
0.02
0.01
0.02
0.02
0.03
0.03
0.03
0.03
0.04
0.04
0.03
0.03
0.03
0.02
0.04
0.04
0.04
0.02
0.03
0.04
0.03
0.03
0.03
0.03
0.04
0.03
0.04
0.02
0.03
0.03
0.04
0.04
0.02
0.04
0.02
0.05
